iter	Logloss
162	0.1796584539
163	0.1791451577
164	0.1788444306
165	0.1781511714
166	0.1777675615
167	0.1774944537
168	0.1770948644
169	0.1766585773
170	0.1764650272
171	0.1761382869
172	0.1757559716
173	0.1752725896
174	0.1749132191
175	0.1745999005
176	0.1741596537
177	0.1739079302
178	0.1735772637
179	0.1731780192
180	0.1728413909
181	0.1724895622
182	0.1721770846
183	0.1717036799
184	0.1712153861
185	0.1710727956
186	0.1708430458
187	0.170389785
188	0.1702168529
189	0.1698522869
190	0.1696781595
191	0.1695370248
192	0.16907216
193	0.1687999565
194	0.1685036984
195	0.1681005121
196	0.1678701913
197	0.1677916692
198	0.1676636246
199	0.1671905163
200	0.1668041491
201	0.1667345766
202	0.1662010221
203	0.1658669249
204	0.1654169511
205	0.1650847974
206	0.1650073596
207	0.1646911711
208	0.1645995917
209	0.1642738778
210	0.1638271404
211	0.1636801273
212	0.1633952921
213	0.1633334078
214	0.1631161439
215	0.1626391658
216	0.162298012
217	0.1619190857
218	0.1615289737
219	0.1611897281
220	0.1611284799
221	0.1610507039
222	0.1608999241
223	0.1608275193
224	0.1606122661
225	0.1605144648
226	0.1604401742
227	0.1602733865
228	0.1601712496
229	0.1599041924
230	0.1598411393
231	0.159776039
232	0.159577558
233	0.159525243
234	0.1593449196
235	0.1590928232
236	0.1588110794
237	0.1585169452
238	0.1583203959
239	0.1580143432
240	0.1576333008
241	0.157531452
242	0.1574623744
243	0.1574111631
244	0.1573254975
245	0.1572433577
246	0.1571717897
247	0.1569392804
248	0.1567024733
249	0.1563915906
250	0.1563390944
251	0.1561496312
252	0.1559729722
253	0.1559346108
254	0.1558686984
255	0.1558153661
256	0.1553175944
257	0.1552491807
258	0.155181024
259	0.1551299025
260	0.1550661021
261	0.1547678469
262	0.1547346366
263	0.1546805835
264	0.1544630892
265	0.1541163929
266	0.1540551045
267	0.1536914304
268	0.1536255685
269	0.1535551826
270	0.153495257
271	0.1534371738
272	0.1533817919
273	0.153058287
274	0.1527941836
275	0.1527239736
276	0.152650639
277	0.1522131675
278	0.1519929609
279	0.1519364269
280	0.1518656085
281	0.1518152863
282	0.151684466
283	0.1516364752
284	0.1515850242
285	0.1513328623
286	0.1512877394
287	0.1512268595
288	0.1511635151
289	0.1511029553
290	0.1510384107
291	0.1509755407
292	0.1509228258
293	0.1508696878
294	0.1508356505
295	0.150704141
296	0.1505725449
297	0.1505085189
298	0.1504000991
299	0.1503541635
300	0.1501419811
301	0.1500873941
302	0.1500276527
303	0.1499719924
304	0.1498977363
305	0.1498607443
306	0.1497995301
307	0.1497416639
308	0.1496929944
309	0.149623208
310	0.1495715095
311	0.1495112686
312	0.1494564504
313	0.1493825245
314	0.1493013154
315	0.1492379485
316	0.1491856851
317	0.1491398633
318	0.1489470566
319	0.1488851942
320	0.1486464454
321	0.1485393954
322	0.1484923077
323	0.1484406484
324	0.1484022637
325	0.1483529731
326	0.1482848096
327	0.1482201822
328	0.1481533794
329	0.1480895156
330	0.148022926
331	0.1479672089
332	0.1479084891
333	0.1478615736
334	0.1478002912
335	0.1477370593
336	0.147671956
337	0.1473670541
338	0.1471164522
339	0.1470707396
340	0.1469204013
341	0.146862323
342	0.1468135944
343	0.1467495521
344	0.14669481
345	0.1466209799
346	0.1465873533
347	0.1465324736
348	0.1464644275
349	0.146424377
350	0.1463620804
351	0.1463139571
352	0.1462374219
353	0.146160426
354	0.1461096072
355	0.1460507762
356	0.1459592387
357	0.1458957374
358	0.14585275
359	0.1457858276
360	0.1457277315
361	0.1456690629
362	0.1456080644
363	0.1455295569
364	0.1454738337
365	0.1454160209
366	0.1453566881
367	0.1453223115
368	0.1452730254
369	0.1452272412
370	0.1448677632
371	0.144803186
372	0.1444907968
373	0.1444165534
374	0.1443534708
375	0.1443041403
376	0.1439595894
377	0.1438848734
378	0.1438381072
379	0.1437789387
380	0.143734218
381	0.1436895538
382	0.1435730037
383	0.1435271001
384	0.1434827045
385	0.1432906122
386	0.1430087192
387	0.1429549984
388	0.1428882662
389	0.1424903666
390	0.1424167866
391	0.1423579106
392	0.1423079623
393	0.1422605305
394	0.1422000007
395	0.1421405355
396	0.142075477
397	0.1420130555
398	0.1419653081
399	0.1419075863
400	0.1418508596
401	0.1417753698
402	0.1417168878
403	0.1416431813
404	0.1414131675
405	0.1413548601
406	0.1412842116
407	0.141227898
408	0.1411701752
409	0.1411186931
410	0.1410655066
411	0.1410037465
412	0.1409578503
413	0.1408900061
414	0.1408253668
415	0.1407700633
416	0.1407090146
417	0.1406371727
418	0.1405882977
419	0.1405141677
420	0.1404669937
421	0.1404059382
422	0.1403640822
423	0.1403036945
424	0.1402373944
425	0.1401791756
426	0.1401227596
427	0.1400621905
428	0.1400099428
429	0.1399524657
430	0.1396739758
431	0.1396245928
432	0.1395532582
433	0.1394882542
434	0.1394150456
435	0.1393298064
436	0.1392829609
437	0.139217637
438	0.1391331857
439	0.1390553357
440	0.1390085738
441	0.1389586436
442	0.1388855691
443	0.1388275031
444	0.138785606
445	0.1387173013
446	0.1386528428
447	0.1383716117
448	0.1383260381
449	0.138255185
450	0.1381966207
451	0.1381404342
452	0.1380669691
453	0.1379974355
454	0.1379399433
455	0.1378755241
456	0.1378166249
457	0.1377599499
458	0.137696625
459	0.1376247459
460	0.1375596367
461	0.1374878029
462	0.1374241545
463	0.137363639
464	0.1372958173
465	0.1372341682
466	0.137184447
467	0.1371125135
468	0.1369028177
469	0.1368467519
470	0.1367789467
471	0.1367086279
472	0.1366476595
473	0.1365889199
474	0.1363606863
475	0.1362988495
476	0.1362411052
477	0.1361815356
478	0.1359376735
479	0.1358724676
480	0.1358061426
481	0.1357451589
482	0.1356774082
483	0.1356230935
484	0.1355583587
485	0.1354782217
486	0.1353980832
487	0.135329931
488	0.1352575208
489	0.1351912171
490	0.1351365124
491	0.1350710781
492	0.1350022415
493	0.1349374758
494	0.1346803754
495	0.1346228578
496	0.134546193
497	0.1344921494
498	0.1344261342
499	0.1343575257
500	0.1342951692
501	0.1342249707
502	0.1341498588
503	0.1340820989
504	0.1340128031
505	0.1339560473
506	0.1338840172
507	0.1338179483
508	0.1337385509
509	0.1336705966
510	0.133606189
511	0.1335385427
512	0.1334709964
513	0.1333890757
514	0.1333236792
515	0.1332653773
516	0.1331878371
517	0.1331092926
518	0.1330463133
519	0.1329810226
520	0.1329142434
521	0.1328503361
522	0.1327887753
523	0.1327206204
524	0.1326564162
525	0.1325772799
526	0.1325151725
527	0.1324602595
528	0.1323853487
529	0.1323385757
530	0.132270187
531	0.1322070022
532	0.1321427296
533	0.1320798611
534	0.1320165531
535	0.1319399048
536	0.1318770945
537	0.1317956202
538	0.1317428196
539	0.1316811634
540	0.1316031228
541	0.1315400068
542	0.1314857351
543	0.1314210733
544	0.1313467674
545	0.1312908757
546	0.131214182
547	0.1311507323
548	0.131077368
549	0.1310159668
550	0.1309381088
551	0.1308640887
552	0.1307892743
553	0.1307240314
554	0.130649053
555	0.1305876478
556	0.1305254474
557	0.1304524255
558	0.1303761089
559	0.1302986384
560	0.1302325066
561	0.1301648006
562	0.1301006102
563	0.1300242967
564	0.1299611961
565	0.1298874637
566	0.1298247443
567	0.1297538136
568	0.1296828414
569	0.1296111241
570	0.1295393999
571	0.1294684406
572	0.1293963122
573	0.1293273125
574	0.1292539435
575	0.1291793224
576	0.1291068638
577	0.129031812
578	0.1289589419
579	0.1288943703
580	0.1288334912
581	0.1287605414
582	0.1286864255
583	0.1286250311
584	0.1285566448
585	0.1284832434
586	0.1284125493
587	0.1283410713
588	0.1282687699
589	0.1281998496
590	0.1281280954
591	0.1280578651
592	0.1279865136
593	0.1279256581
594	0.1278513132
595	0.1277825213
596	0.1277227544
597	0.1276501158
598	0.1275819564
599	0.1275139328
600	0.1274468799
601	0.1273748204
602	0.1273082688
603	0.1272403787
604	0.1271692177
605	0.1271012287
606	0.1270324715
607	0.126964465
608	0.1268975314
609	0.1268273581
610	0.1267577066
611	0.1266883373
612	0.1266206207
613	0.1265543313
614	0.1264851157
615	0.1264168868
616	0.1263493982
617	0.1262819444
618	0.1262159471
619	0.1261452256
620	0.1260774311
621	0.1260083697
622	0.1259411268
623	0.125872296
624	0.1258071009
625	0.1257377756
626	0.125670591
627	0.1256059716
628	0.1255399015
629	0.1254706536
630	0.1254046772
631	0.1253387066
632	0.1252746725
633	0.1252107899
634	0.1251438328
635	0.1250784323
636	0.1250130434
637	0.1249475318
638	0.1248806939
639	0.1248147752
640	0.124748138
641	0.1246837154
642	0.1246176256
643	0.1245503856
644	0.1244857636
645	0.1244224369
646	0.1243591535
647	0.1242951267
648	0.1242331596
649	0.1241700184
650	0.1241096302
651	0.1240443652
652	0.1239802747
653	0.1239163889
654	0.123852628
655	0.1237886636
656	0.1237252562
657	0.1236606085
658	0.1235959749
659	0.1235330103
660	0.123468773
661	0.1234055393
662	0.1233429638
663	0.1232794533
664	0.1232173082
665	0.1231540897
666	0.1230922054
667	0.123029972
668	0.1229681058
669	0.1229053191
670	0.1228437321
671	0.1227813665
672	0.1227196243
673	0.1226592472
674	0.12259773
675	0.1225368646
676	0.1224752527
677	0.1224148323
678	0.1223551184
679	0.1222941183
680	0.1222327756
681	0.1221729612
682	0.1221119283
683	0.1220519963
684	0.1219917288
685	0.1219312563
686	0.1218720462
687	0.1218113789
688	0.1217506279
689	0.1216905634
690	0.121631804
691	0.1215715814
692	0.1215115748
693	0.1214532127
694	0.1213938305
695	0.1213339713
696	0.1212743423
697	0.121215855
698	0.1211571643
699	0.1210983969
700	0.1210393671
701	0.1209808557
702	0.1209220084
703	0.1208645412
704	0.120806422
705	0.1207488834
706	0.1206913041
707	0.1206324175
708	0.1205744234
709	0.120516936
710	0.1204594952
711	0.1204019976
712	0.1203450401
713	0.1202878574
714	0.1202298425
715	0.1201720989
716	0.120115519
717	0.1200588893
718	0.1200015059
719	0.1199445011
720	0.119887351
721	0.119831031
722	0.1197750886
723	0.1197181899
724	0.1196616682
725	0.1196053447
726	0.1195493818
727	0.1194932663
728	0.1194371176
729	0.1193813257
730	0.1193250897
731	0.1192695174
732	0.1192139579
733	0.1191595844
734	0.1191038648
735	0.1190483447
736	0.118993204
737	0.1189380151
738	0.1188833282
739	0.118828417
740	0.1187736341
741	0.1187190139
742	0.1186645149
743	0.1186097308
744	0.1185553668
745	0.1185014406
746	0.1184469249
747	0.1183927522
748	0.118339005
749	0.1182852366
750	0.1182317327
751	0.1181783112
752	0.1181248656
753	0.1180707005
754	0.1180170145
755	0.1179636099
756	0.1179103637
757	0.1178573154
758	0.1178038836
759	0.1177508247
760	0.1176982206
761	0.1176457341
762	0.1175931038
763	0.1175405786
764	0.1174882552
765	0.117435528
766	0.1173832415
767	0.1173310011
768	0.1172788383
769	0.1172264171
770	0.1171744951
771	0.1171226268
772	0.1170710506
773	0.11701917
774	0.1169676417
775	0.1169161139
776	0.116864924
777	0.1168133406
778	0.1167619271
779	0.1167109209
780	0.11665994
781	0.1166092414
782	0.1165580094
783	0.1165069742
784	0.1164564297
785	0.1164057175
786	0.1163550832
787	0.1163048624
788	0.1162545422
789	0.1162043374
790	0.1161539715
791	0.1161038743
792	0.1160539577
793	0.116004048
794	0.1159538392
795	0.1159045461
796	0.115854807
797	0.1158049979
798	0.1157555048
799	0.1157058879
800	0.1156564443
801	0.1156072443
802	0.1155579774
803	0.1155089126
804	0.1154600483
805	0.1154115558
806	0.1153627514
807	0.115314248
808	0.1152655119
809	0.1148686107
810	0.1148196708
811	0.1147709903
812	0.114722732
813	0.1146745447
814	0.1146262903
815	0.1145782163
816	0.1145300813
817	0.1144818947
818	0.1144338309
819	0.1143858619
820	0.1143380521
821	0.113951654
822	0.1139039426
823	0.1138561986
824	0.1138086197
825	0.1137611125
826	0.1137136897
827	0.1136660874
828	0.1136189927
829	0.1135716632
830	0.113524919
831	0.1134777194
832	0.1134307572
833	0.1133840249
834	0.1133371849
835	0.113290431
836	0.1132436872
837	0.1128678592
838	0.1128212579
839	0.1125212371
840	0.1124746944
841	0.11242805
842	0.112381535
843	0.1123351838
844	0.112288986
845	0.1122428267
846	0.1121967683
847	0.1121507668
848	0.1121047837
849	0.1120590044
850	0.112013183
851	0.1119673955
852	0.1119217843
853	0.1115558276
854	0.1115103249
855	0.1114649253
856	0.1114195225
857	0.1113741334
858	0.111328982
859	0.1112838684
860	0.111238725
861	0.1111935524
862	0.1111487515
863	0.1111038998
864	0.1110593829
865	0.1110145147
866	0.1109699305
867	0.1109252271
868	0.110880952
869	0.1108365956
870	0.1107922198
871	0.1107478721
872	0.1107036775
873	0.1102947352
874	0.1102504129
875	0.1102062833
876	0.1101621807
877	0.1101181475
878	0.1100742278
879	0.1100303573
880	0.1099867438
881	0.109943034
882	0.1098994044
883	0.109855748
884	0.1098122007
885	0.1097688649
886	0.1097257587
887	0.1092242964
888	0.1091809066
889	0.1091375169
890	0.1090943771
891	0.1090511488
892	0.1090081024
893	0.1089650183
894	0.1089222049
895	0.1088794214
896	0.1088366966
897	0.1087939521
898	0.1084375576
899	0.1083948902
900	0.1083523036
901	0.1083096726
902	0.1082671127
903	0.1082247108
904	0.1081823657
905	0.1076988558
906	0.1076564143
907	0.1076142355
908	0.1073608986
909	0.1073187096
910	0.1072764654
911	0.1072344555
912	0.1071923351
913	0.1068541062
914	0.1068120543
915	0.1067701859
916	0.1067283254
917	0.1066864363
918	0.1066446022
919	0.1066029807
920	0.106561424
921	0.1065199662
922	0.1064784779
923	0.1064371173
924	0.1063956607
925	0.1061500808
926	0.1061086213
927	0.1060673358
928	0.1060261711
929	0.1059851454
930	0.1059441134
931	0.1059031098
932	0.1058621143
933	0.1058214092
934	0.10578072
935	0.1057400337
936	0.1056993947
937	0.1056589587
938	0.1056185438
939	0.1055783982
940	0.1051111664
941	0.1048192866
942	0.104778569
943	0.1047381854
944	0.1046979236
945	0.1043232925
946	0.1042829097
947	0.1042426908
948	0.1042026273
949	0.1041626377
950	0.1041227066
951	0.1040827518
952	0.1040429589
953	0.1040032206
954	0.1039635579
955	0.1036562258
956	0.1036165
957	0.1035768849
958	0.1035372941
959	0.1034978184
960	0.103458356
961	0.1034189898
962	0.1033796531
963	0.1033404096
964	0.1033012199
965	0.1032621457
966	0.1032231558
967	0.103184098
968	0.1031451534
969	0.1031063203
970	0.1030675256
971	0.1030288304
972	0.1029900354
973	0.102951558
974	0.102912993
975	0.1028743583
976	0.1026308142
977	0.1025922277
978	0.1025538059
979	0.1025154131
980	0.1024771647
981	0.1024390618
982	0.1024008642
983	0.102362713
984	0.102324692
985	0.1020432328
986	0.102005124
987	0.1019671347
988	0.101929244
989	0.1016490281
990	0.1016110455
991	0.1015734169
992	0.1015357716
993	0.1014979861
994	0.1014603904
995	0.1014226733
996	0.1013853161
997	0.1013478297
998	0.1013104219
999	0.1012731454
0967
014340739
374

